地点番号,地点名,国名,緯度,経度,日平均気温,日最高気温,日最低気温,日降水量
57816,コイヤン（貴陽）〔コイチョウ（貴州）省〕,中華人民共和国,26.58,106.73,-3.2,-1.8,-4.9,0.0
57832,三穂,中華人民共和国,26.97,108.67,0.3,,,0.0
57845,トンタオ（通道）〔フーナン（湖南）省〕,中華人民共和国,26.17,109.78,2.6,,,0.1
57853,ウーカン（武岡）〔フーナン（湖南）省〕,中華人民共和国,26.73,110.63,1.2,,,0.0
57866,零陵,中華人民共和国,26.23,111.62,1.3,5.2,-1.3,0.0
57902,興仁（シンレン）〔コイチョウ（貴州）省〕,中華人民共和国,25.43,105.18,-0.8,2.0,-1.9,0.3
57916,ルオティエン（羅旬）〔コイチョウ（貴州）省〕,中華人民共和国,25.43,106.77,4.7,,,0.0
57922,トゥーシャン（独山）〔コイチョウ（貴州）省〕,中華人民共和国,25.83,107.55,-2.6,,,0.0
57932,榕江（ロンチアン）〔コイチョウ（貴州）省〕,中華人民共和国,25.97,108.53,3.0,,,0.0
57957,コイリン（桂林）〔コワンシー（広西）チワン族自治区〕,中華人民共和国,25.33,110.30,3.6,7.1,0.3,0.0
57972,チェンチョウ〔フーナン（湖南）省〕,中華人民共和国,25.80,113.03,-1.6,1.6,-4.3,0.0
57993,カンチョウ〔チアンシー（江西）省〕,中華人民共和国,25.87,115.00,2.3,6.2,-2.1,0.0
58027,シューチョウ（徐州）〔チアンスー（江蘇）省〕,中華人民共和国,34.28,117.15,-6.4,-0.3,-10.6,0.0
58040,GANYU,中華人民共和国,34.85,119.13,-6.2,-1.9,-11.4,0.0
58102,ポーチョウ（亳県）〔アンホイ（安徽）省〕,中華人民共和国,33.88,115.77,-4.5,1.6,-10.4,0.0
58141,HUAIYIN,中華人民共和国,33.63,118.93,-6.1,,,0.0
58150,ショーヤン（射陽）〔チアンスー（江蘇）省〕,中華人民共和国,33.75,120.30,-6.8,-1.2,-11.4,0.0
58203,フーヤン（阜陽）〔アンホイ（安徽）省〕,中華人民共和国,32.87,115.73,-4.2,2.2,-9.8,0.0
58208,クーシー（固始）〔ホーナン（河南）省〕,中華人民共和国,32.17,115.62,-3.6,,,0.0
58221,ポンプー（蚌埠）〔アンホイ（安徽）省〕,中華人民共和国,32.85,117.30,-5.7,0.6,-11.5,0.0
58238,ナンキン（南京）〔チアンスー（江蘇）省〕,中華人民共和国,31.93,118.90,-4.2,0.9,-8.1,0.0
58251,東台（トンタイ）〔チアンスー（江蘇）省〕,中華人民共和国,32.85,120.28,-6.3,-1.0,-10.3,0.0
58265,呂四〔チアンスー（江蘇）省〕,中華人民共和国,32.07,121.60,-5.3,-1.8,-8.9,0.0
58314,フオシャン（霍山）〔アンホイ（安徽）省〕,中華人民共和国,31.40,116.33,-4.0,3.7,-9.8,0.0
58321,合肥（ホーフェイ）〔アンホイ（安徽）省〕,中華人民共和国,31.78,117.30,-5.9,,,0.0
58338,蕪湖（ウーフー）〔アンホイ（安徽）省〕,中華人民共和国,31.15,118.58,-4.0,,,0.0
58345,リーヤン〔チアンスー（江蘇）省〕,中華人民共和国,31.43,119.48,-3.6,,,0.0
58362,シャンハイ（上海）〔シャンハイ（上海）市〕,中華人民共和国,31.42,121.45,-4.2,-1.1,-7.8,0.0
58424,アンチン（安慶）〔アンホイ（安徽）省〕,中華人民共和国,30.62,116.97,-3.9,1.2,-8.5,0.0
58437,ホワンシャン（黄山）〔アンホイ（安徽）省〕,中華人民共和国,30.13,118.15,-15.1,,,0.0
58457,ハンチョウ（抗州）〔チョーチアン（浙江）省〕,中華人民共和国,30.23,120.17,-2.6,1.6,-6.4,0.0
58472,SHENGSI,中華人民共和国,30.73,122.45,-3.4,-1.7,-6.6,0.0
58477,チョウシャン（定海）〔チョーチアン（浙江）省〕,中華人民共和国,30.03,122.12,-2.3,-0.4,-5.5,0.0
58506,ルーシャン（廬山）〔チアンシー（江西）省〕,中華人民共和国,29.58,115.98,-10.2,,,0.0
58527,チントーチェン（景徳鎮）〔チアンシー（江西）省〕,中華人民共和国,29.30,117.20,-2.2,4.1,-6.8,0.0
58543,CHUNAN,中華人民共和国,29.62,119.02,-1.3,,,0.0
58556,ションシエン〔チョーチアン（浙江）省〕,中華人民共和国,29.60,120.82,-4.1,0.6,-7.6,0.0
58569,シープー（石浦）〔チョーチアン（浙江）省〕,中華人民共和国,29.20,121.95,-3.3,0.2,-6.8,0.0
58606,ナンチャン（南昌）〔チアンシー（江西）省〕,中華人民共和国,28.60,115.92,-0.5,4.7,-4.0,0.0
58633,衢県,中華人民共和国,28.97,118.87,-0.8,3.9,-5.2,0.0
58646,リーショイ（麗水）〔チョーチアン（浙江）省〕,中華人民共和国,28.45,119.92,-0.3,,,0.0
58666,大陳島〔チョーチアン（浙江）省〕,中華人民共和国,28.45,121.88,-0.7,2.6,-2.9,0.0
58715,ナンチョン（南城）〔チアンシー（江西）省〕,中華人民共和国,27.58,116.65,-1.3,,,0.0
58725,シャオウー（邵武）〔フーチエン（福建）省〕,中華人民共和国,27.33,117.47,-0.5,4.7,-5.8,0.0
58730,ウーイーシャン（武夷山）〔フーチエン（福建）省〕,中華人民共和国,27.77,118.03,0.1,,,0.0
58731,プーチョン（浦城）〔フーチエン（福建）省〕,中華人民共和国,27.92,118.53,-1.4,,,0.0
58752,ロイアン（瑞安）〔チョーチアン（浙江）省〕,中華人民共和国,27.78,120.65,2.1,,,0.0
58754,フーティン（福鼎）〔フーチエン（福建）省〕,中華人民共和国,27.33,120.20,3.6,,,0.0
58813,広昌,中華人民共和国,26.85,116.33,-0.9,,,0.0
58834,ナンピン（南平）〔フーチエン（福建）省〕,中華人民共和国,26.63,118.15,2.5,,,0.0
58847,フーチョウ（福州）〔フーチエン（福建）省〕,中華人民共和国,26.08,119.28,5.8,10.1,1.9,0.0
58911,チャンティン（長汀）〔フーチエン（福建）省〕,中華人民共和国,25.85,116.37,0.0,,,0.0
58921,ヨンアン（永安）〔フーチエン（福建）省〕,中華人民共和国,25.97,117.35,1.7,7.8,-3.8,0.0
58926,ZHANGPING,中華人民共和国,25.30,117.40,3.8,,,0.0
58931,JIUXIANSHAN,中華人民共和国,25.72,118.10,-7.7,,,0.0
58944,ピンタン（平潭）〔フーチエン（福建）省〕,中華人民共和国,25.52,119.78,6.7,,,0.0
58968,タイペイ（台北）,中華人民共和国,25.03,121.52,8.3,,,2.0
58974,彭佳嶼,中華人民共和国,25.63,122.07,7.4,,,7.0
59007,コワンナン（広南）,中華人民共和国,24.07,105.07,0.8,,,0.0
59023,ホーチー（河池）,中華人民共和国,24.70,108.03,4.5,5.9,2.0,0.0
59046,リウチョウ（柳州）,中華人民共和国,24.35,109.40,2.0,,,0.1
59058,蒙山,中華人民共和国,24.20,110.52,2.8,,,0.0
59072,連県,中華人民共和国,24.80,112.37,2.3,,,0.0
59082,韶関（シャオコワン）,中華人民共和国,24.67,113.60,3.6,6.2,2.8,0.0
59087,フォーカン（仏岡）,中華人民共和国,23.88,113.52,4.8,10.4,3.8,0.0
59096,連平,中華人民共和国,24.37,114.48,2.4,,,0.0
59102,シュンウー（尋烏）,中華人民共和国,24.95,115.65,2.5,,,0.0
59117,メイシエン（梅県）,中華人民共和国,24.28,116.07,4.8,10.0,2.9,0.0
59134,廈門,中華人民共和国,24.48,118.08,7.1,12.3,4.1,0.0
59158,台中（タイチュン）,中華人民共和国,24.15,120.68,9.0,,,0.0
59209,ナーポー（那坡）,中華人民共和国,23.30,105.95,2.8,6.5,1.9,0.3
59211,ポーソー（百色）,中華人民共和国,23.90,106.60,7.5,10.1,5.5,0.0
59254,コイピン（桂平）,中華人民共和国,23.40,110.08,4.1,,,0.7
59265,ウーチョウ（梧州）,中華人民共和国,23.48,111.30,3.8,7.9,2.0,0.6
59278,高要,中華人民共和国,23.05,112.47,6.2,,,0.0
59287,コワンチョウ（広州）〔コワントン（広東）省〕,中華人民共和国,23.22,113.48,5.7,13.2,4.2,0.0
59293,ホーユワン（河源）〔コワントン（広東）省〕,中華人民共和国,23.80,114.73,5.3,9.8,3.7,0.0
59316,スワトウ/シャントウ（汕頭）〔コワントン（広東）省〕,中華人民共和国,23.40,116.68,8.7,15.8,6.7,0.0
59358,タイナン（台南）〔台湾〕,中華人民共和国,23.00,120.22,10.0,,,0.0
59417,ロンチョウ（竜州）〔コワンシー（広西）チワン族自治区〕,中華人民共和国,22.37,106.75,7.6,11.0,6.2,0.1
59431,ナンニン（南寧）〔コワンシー（広西）チワン族自治区〕,中華人民共和国,22.63,108.22,5.1,7.4,3.3,0.0
59456,シンイー（信宜）〔コワントン（広東）省〕,中華人民共和国,22.35,110.93,5.2,,,0.0
59493,シェンチェン（深セン）〔コワントン（広東）省〕,中華人民共和国,22.55,114.10,7.3,,,0.0
59501,シャンウェイ（汕尾）〔コワントン（広東）省〕,中華人民共和国,22.78,115.37,7.7,17.7,6.4,0.0
59559,ホンチュン（恒春）〔台湾〕,中華人民共和国,22.00,120.75,15.6,,,0.0
59562,タイトン（台東）〔台湾〕,中華人民共和国,22.75,121.15,13.0,,,0.0
59567,ランユー（蘭嶼）〔台湾〕,中華人民共和国,22.03,121.55,12.8,,,1.5
59632,チンチョウ（欽州）〔コワンシー（広西）チワン族自治区〕,中華人民共和国,21.95,108.62,5.5,,,0.0
59644,ペイハイ（北海）〔コワンシー（広西）チワン族自治区〕,中華人民共和国,21.48,109.10,5.6,11.7,4.2,0.0
59658,チャンチアン（湛江）〔コワントン（広東）省〕,中華人民共和国,21.15,110.30,6.4,,,0.2
59663,ヤンチアン（陽江）〔コワントン（広東）省〕,中華人民共和国,21.83,111.97,7.3,16.2,6.2,0.0
59673,シャンチョワン島（上川島）,中華人民共和国,21.73,112.77,7.7,,,0.0
59758,ハイコウ（海口）〔ハイナン（海南）省〕,中華人民共和国,20.00,110.25,9.2,17.1,7.8,7.0
59792,トンシャー群（島東沙島）,中華人民共和国,20.67,116.72,16.8,,,0.0
59838,トンファン（東方）〔ハイナン（海南）省〕,中華人民共和国,19.10,108.62,11.9,21.8,10.0,0.1
59845,DANXIAN,中華人民共和国,19.52,109.58,8.7,,,5.0
59855,チュンハイ（瓊海）〔ハイナン（海南）省〕,中華人民共和国,19.23,110.47,11.0,,,1.2
59948,SANYA,中華人民共和国,18.22,109.58,14.3,22.0,10.8,0.0
59981,西沙島,中華人民共和国,16.83,112.33,22.6,26.0,21.3,0.4
59985,珊瑚島,中華人民共和国,16.53,111.62,23.4,25.8,21.1,0.6
59997,南沙島,中華人民共和国,10.38,114.37,,,,0.0
60001,イエロ島,スペイン（カナリア諸島）,27.82,-17.88,18.4,,,14.8
60005,ラパルマ島,スペイン（カナリア諸島）,28.62,-17.75,17.5,,,5.0
60007,ゴメラ島,スペイン（カナリア諸島）,28.02,-17.20,17.8,,,0.2
60010,IZANA,スペイン（カナリア諸島）,28.30,-16.48,0.4,,,49.0
60015,ロスロデオス空港,スペイン（カナリア諸島）,28.47,-16.32,12.8,,,53.0
60018,テネリフェ島／グイマル,スペイン（カナリア諸島）,28.32,-16.37,17.0,18.5,15.4,11.2
60020,サンタクルスデテネリフェ,スペイン（カナリア諸島）,28.45,-16.23,18.1,18.7,18.0,30.2
60025,テネリフェ島/TENERIFESUR,スペイン（カナリア諸島）,28.03,-16.55,19.1,,,2.0
60030,ラスパルマス,スペイン（カナリア諸島）,27.92,-15.38,18.8,21.1,18.6,8.0
60035,フエルテベントゥラ空港,スペイン（カナリア諸島）,28.43,-13.85,20.0,,,2.8
60040,ランサローテ空港,スペイン（カナリア諸島）,28.95,-13.60,18.7,20.2,18.6,1.5
60060,シディイフニ,モロッコ,29.37,-10.18,19.3,20.3,19.6,1.0
60096,ダフラ,西サハラ,23.70,-15.92,20.6,22.3,18.8,0.0
60100,TANGER-PORT,モロッコ,35.78,-5.80,,16.5,,4.0
60101,タンジール,モロッコ,35.72,-5.90,14.6,17.0,12.7,42.0
60105,ララシュ,モロッコ,35.15,-6.10,14.7,16.9,12.5,14.0
60106,シェフシャウウェン,モロッコ,35.17,-5.30,14.4,14.8,14.0,68.0
60107,ホセイマ,モロッコ,35.18,-3.85,14.8,18.2,13.2,18.0
60115,ウジダ,モロッコ,34.78,-1.93,12.4,19.3,9.7,6.0
60120,ケニトラ,モロッコ,34.30,-6.58,15.5,19.1,14.3,38.0
60127,ターザ,モロッコ,34.22,-4.00,14.6,18.9,10.2,14.0
60135,ラバト・サレ,モロッコ,34.03,-6.75,15.6,19.6,14.0,37.0
60141,フェス・サイス空港,モロッコ,33.92,-4.97,14.3,16.0,10.8,11.0
60150,メクネス,モロッコ,33.87,-5.52,13.7,16.0,11.5,15.0
60155,カサブランカ,モロッコ,33.57,-7.67,17.0,19.3,14.6,48.0
60156,NOUASSEUR,モロッコ,33.37,-7.58,15.2,18.5,11.7,22.0
60178,フーリブガ,モロッコ,32.87,-6.97,11.3,,,13.0
60185,サフィ,モロッコ,32.28,-9.23,16.6,18.7,14.4,28.0
60195,ミデル,モロッコ,32.68,-4.73,13.6,20.7,6.4,0.0
60210,ラシディア空港,モロッコ,31.93,-4.40,14.2,21.5,8.8,3.0
60220,エサウーイラ,モロッコ,31.52,-9.78,18.3,18.9,17.6,7.0
60230,マラケシュ,モロッコ,31.62,-8.03,14.9,22.5,13.0,2.5
60250,アガディール,モロッコ,30.38,-9.57,19.1,,,10.0
60252,AGADIRALMASSIRA,モロッコ,30.32,-9.38,17.9,20.7,16.8,4.0
60265,ワルザーザート,モロッコ,30.93,-6.90,12.9,17.5,9.3,3.0
60270,ティズニト,モロッコ,29.68,-9.73,18.3,,,9.0
60280,GUELMIN,モロッコ,29.02,-10.05,17.4,,,0.5
60285,タンタン,モロッコ,28.43,-11.15,18.9,20.9,16.8,2.0
60318,TETUAN,モロッコ,35.58,-5.32,14.5,16.9,12.3,40.0
60320,セウタ,スペイン（セウタ・メリリャ）,35.90,-5.33,13.8,,,102.0
60338,メリリャ,スペイン（セウタ・メリリャ）,35.27,-2.95,14.1,15.1,13.6,10.0
60340,NADOR-AROUI,モロッコ,34.98,-3.02,13.1,16.6,11.6,1.0
60351,ジジェル/ACHOUAT,アルジェリア,36.80,5.88,12.2,18.6,7.4,0.2
60355,スキクダ,アルジェリア,36.88,6.90,14.1,17.9,10.2,0.0
60360,アンナバ,アルジェリア,36.83,7.82,12.2,18.7,6.6,0.0
60369,アルジェ,アルジェリア,36.77,3.10,15.2,16.2,13.8,5.0
60387,デリス,アルジェリア,36.92,3.95,14.7,16.9,12.4,0.3
60390,DAR-EL-BEIDA,アルジェリア,36.68,3.22,13.3,17.7,9.7,4.0
60395,ティジウーズー,アルジェリア,36.70,4.05,14.6,19.3,9.8,0.0
60402,ベジャイア空港,アルジェリア,36.72,5.07,12.9,17.6,8.3,0.0
60403,ゲルマ,アルジェリア,36.47,7.47,15.1,21.4,8.8,0.0
60410,テネス,アルジェリア,36.50,1.33,15.2,17.3,13.1,13.0
60415,AIN-BESSAM,アルジェリア,36.32,3.53,15.2,19.7,10.7,0.0
60417,ブイラ,アルジェリア,36.38,3.88,15.5,20.2,10.8,0.0
60419,コンスタンティーヌ,アルジェリア,36.28,6.62,13.2,21.3,6.1,0.0
60421,ウームエルブワギー,アルジェリア,35.87,7.12,14.4,20.7,8.0,0.0
60423,スークアラス,アルジェリア,36.28,7.97,15.0,20.4,9.5,0.0
60425,シェリフ,アルジェリア,36.22,1.33,14.4,21.0,11.0,3.6
60430,MILIANA,アルジェリア,36.30,2.23,14.5,19.3,9.7,0.7
60437,メデア,アルジェリア,36.28,2.73,12.9,17.4,8.4,0.0
60444,ボルジブーアレーリジ,アルジェリア,36.07,4.77,13.2,17.9,8.5,0.0
60445,セティフ,アルジェリア,36.18,5.25,12.5,18.0,5.5,0.0
60452,ARZEW,アルジェリア,35.82,-0.27,14.4,15.6,13.2,13.0
60457,モスタガネム,アルジェリア,35.88,0.12,14.8,19.9,9.7,7.8
60468,バトナ,アルジェリア,35.75,6.32,16.1,21.3,6.1,0.0
60475,ティベッサ,アルジェリア,35.42,8.12,16.6,21.9,10.5,0.0
60476,ケンシェラ,アルジェリア,35.47,7.08,17.9,20.6,15.1,0.0
60481,オラン-TAFARAOUI,アルジェリア,35.48,-0.52,14.1,19.0,10.5,
60490,オラン/SENIA,アルジェリア,35.63,-0.60,13.8,18.8,11.6,7.6
60507,MASCARA-GHRISS,アルジェリア,35.22,0.15,14.2,23.4,8.8,0.2
60511,ティアレット,アルジェリア,35.35,1.47,14.9,19.4,9.6,0.0
60514,クサル,アルジェリア,35.17,2.32,17.6,22.7,12.5,0.0
60515,ブーサアーダ,アルジェリア,35.33,4.20,15.5,24.4,6.6,0.0
60517,GHAZAOUET,アルジェリア,35.10,-1.87,14.5,16.2,12.8,3.0
60518,ベニサーフ,アルジェリア,35.30,-1.35,14.2,16.6,11.8,3.5
60520,シディベルアッベス,アルジェリア,35.20,-0.62,14.9,21.9,7.8,0.8
60522,マグニア,アルジェリア,34.82,-1.78,14.9,20.4,9.4,5.0
60525,ビスクラ,アルジェリア,34.80,5.73,15.4,21.2,9.9,0.0
60531,トレムセン,アルジェリア,35.02,-1.47,13.3,17.7,11.1,5.8
60535,ジェルファ,アルジェリア,34.68,3.25,14.0,19.3,8.7,0.0
60536,サイダ,アルジェリア,34.87,0.15,17.2,22.1,12.2,0.0
60545,ラグワト,アルジェリア,33.77,2.93,16.9,22.0,11.8,0.0
60549,メシェリア,アルジェリア,33.58,-0.28,16.0,20.1,11.8,0.0
60550,バヤド,アルジェリア,33.67,1.00,14.4,17.7,10.7,0.0
60555,トゥグルト,アルジェリア,33.12,6.13,22.2,29.5,16.0,0.0
60557,ナーマ,アルジェリア,33.27,-0.30,17.4,21.1,13.6,0.0
60559,ウェド,アルジェリア,33.50,6.78,20.9,28.6,13.8,0.0
60560,アインセフラ,アルジェリア,32.77,-0.60,18.4,20.7,16.1,0.0
60563,HASSIR'MEL,アルジェリア,32.93,3.28,19.4,24.3,14.4,0.0
60566,ガルダイア,アルジェリア,32.40,3.80,22.0,27.7,15.8,0.0
60571,ベシャル,アルジェリア,31.50,-2.25,17.0,22.3,12.0,0.6
60580,ワルグラ,アルジェリア,31.93,5.40,21.4,30.5,14.2,0.0
60581,ハッシメサウド,アルジェリア,31.67,6.15,22.5,31.1,15.8,0.0
60590,ゴレア,アルジェリア,30.57,2.87,22.1,29.7,14.7,0.0
60602,ベニアッベス,アルジェリア,30.13,-2.17,23.2,29.4,16.9,0.0
60603,RHOURDNOUSS,アルジェリア,29.72,6.70,22.5,30.3,14.7,0.0
60607,ティミムン,アルジェリア,29.25,0.28,22.4,30.5,16.1,0.0
60611,イナメナス,アルジェリア,28.05,9.63,17.5,27.6,9.4,0.0
60620,アドラル,アルジェリア,27.88,-0.18,23.6,31.6,17.4,0.0
60630,インサラー,アルジェリア,27.23,2.50,21.3,32.5,14.1,0.0
60640,イリジ,アルジェリア,26.50,8.42,19.1,30.3,10.3,0.0
60656,ティンドゥーフ,アルジェリア,27.70,-8.17,18.7,23.6,14.2,0.0
60670,ジャネ,アルジェリア,24.27,9.47,17.5,28.5,8.3,0.0
60680,タマンラセット,アルジェリア,22.80,5.43,17.5,29.0,7.8,0.0
60686,BORDJ-BADJ-MOKHTAR,アルジェリア,21.33,0.95,24.3,36.3,12.3,0.0
60690,インゲザム,アルジェリア,19.57,5.77,25.8,36.0,15.5,0.0
